伝票日付,伝票区分,伝票区分名,委託区分,委託区分名,担当者コード,担当者名,得意先コード,得意先カナ,雑コード,送荷先コード,送荷先カナ,製品部品コード,製品部品カナ,級区分,数量,単価,金額,備考
20220914,10,　売上,0,,2541,柳井・内川（２）,412120,ﾐﾂﾋﾞｼﾉｳｷ ｷﾀｷﾕｳｼ,0,601508,ﾐﾂﾋﾞｼﾉｳｷ ﾌｸﾄﾐ(ｴｲ),4001011,ﾎﾟﾂﾄﾅｴﾄﾞｺ(ﾎﾝｼﾔS),1,60,446,26760, 
20220914,10,　売上,0,,2541,柳井・内川（２）,412120,ﾐﾂﾋﾞｼﾉｳｷ ｷﾀｷﾕｳｼ,0,601508,ﾐﾂﾋﾞｼﾉｳｷ ﾌｸﾄﾐ(ｴｲ),4001011,ﾎﾟﾂﾄﾅｴﾄﾞｺ(ﾎﾝｼﾔS),1,600,446,267600, 
20220914,10,　売上,0,,1531,立石（１）,404210,ﾀｶﾗｼﾕﾋﾞﾖｳ,0,404200, ,1020102,FT-185(ﾓﾓﾀﾛｳ),1,4,13790,55160, 
20220914,10,　売上,0,,1531,立石（１）,404210,ﾀｶﾗｼﾕﾋﾞﾖｳ,0,404200, ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,550,550,FT-185
20220914,10,　売上,0,,1511,野元（１）,466710,ｳﾒｷﾉｳﾘﾝｷｺｳ,0,466700, ,2470202,HPS-3(ﾊﾝﾄﾞﾌﾟﾗﾝﾀｰ),1,1,12530,12530, 
20220914,10,　売上,0,,1511,野元（１）,466710,ｳﾒｷﾉｳﾘﾝｷｺｳ,0,466700, ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,660,660, 
20220914,10,　売上,0,,2541,柳井・内川（２）,401320,ﾔﾝﾏｰｷﾕｳｼﾕｳ ｻｶﾞ,0,623431,ﾔﾝﾏｰ ｻｶﾞｼﾃﾝ,2617901,MF-100(ﾓｰﾀｰｻｷﾞﾖｳﾀﾞｲｼ),1,-1,178560,-178560, 
20220914,10,　売上,0,,1511,野元（１）,461710,ﾐﾂﾎﾞｼﾍﾞﾙﾄ,0,461700, ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,2,660,1320,HPS-3
20220914,10,　売上,0,,1531,立石（１）,406610,ﾋﾗｷｼﾖｳｼﾞ,0,630561,ﾋﾗｷﾌﾞﾂﾘﾕｳｾﾝﾀｰ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,550,550,G80
20220914,10,　売上,0,,1531,立石（１）,406610,ﾋﾗｷｼﾖｳｼﾞ,0,630561,ﾋﾗｷﾌﾞﾂﾘﾕｳｾﾝﾀｰ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,550,550,HE-32
20220914,10,　売上,0,,1541,柳井・内川（１）,420410,ﾔｴﾉｳｹﾞｲ,0,604838,ﾔｴﾉｳｹﾞｲ ﾅｶﾞｻｷｼﾃﾝ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,550,550,G80*2
20220914,10,　売上,0,,1511,野元（１）,456010,ﾐﾔｻﾞｷﾉｳｴﾝ,0,641023,ｾﾉｵﾉｳﾘﾝｳﾘﾕｳﾉｿｳｺ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,2700,2700, 
20220914,10,　売上,0,,2541,柳井・内川（２）,412520,ﾌｸｵｶｸﾎﾞﾀ ｻｶﾞ,0,602005,ﾌｸｵｶｷﾕｳｼﾕｳｸﾎﾞﾀ ｱﾘｱｹ(ｴｲ),9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,800,800, 
20220914,10,　売上,0,,2531,立石（２）,404120,ﾀﾅｶﾉｳｷ ﾌｸｵｶ,0,404100, ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,1500,1500, 
20220914,10,　売上,0,,1171,鹿田（１）,106010,ｾﾞﾝﾉｳｸﾞﾝﾏ ﾄｳﾎｸ,0,800946,JAｸﾞﾘｰﾝｶｻｶﾞｹ,9700000,ﾌﾞﾋﾝ ｳﾝﾁﾝ,1,1,600,600, 
20220914,10,　売上,0,,1161,湯本（１）,227010,ﾓﾁﾂﾞｷ ｼｽﾞｵｶ,0,607410,JAｴﾝﾁﾕｳｻｰﾋﾞｽ ｾｲﾌﾞｾﾝﾀｰ,9700000,ﾌﾞﾋﾝ ｳﾝﾁﾝ,1,1,600,600, 
20220914,10,　売上,0,,1161,湯本（１）,227010,ﾓﾁﾂﾞｷ ｼｽﾞｵｶ,0,608050,ｴﾝｺｳ ﾉｳｷﾌﾞ,9700000,ﾌﾞﾋﾝ ｳﾝﾁﾝ,1,1,600,600, 
20220914,10,　売上,0,,1161,湯本（１）,227010,ﾓﾁﾂﾞｷ ｼｽﾞｵｶ,0,602584,ｾｷﾔﾝﾏｰ,6061304,HC-233(ﾓﾁｷﾘｷ),1,1,4150,4150, 
20220914,10,　売上,0,,1161,湯本（１）,227010,ﾓﾁﾂﾞｷ ｼｽﾞｵｶ,0,602584,ｾｷﾔﾝﾏｰ,9700000,ｾｲﾋﾝ ｳﾝﾁﾝ,1,1,900,900, 
20220914,10,　売上,0,,1191,花岡（１）,108010,ｸﾞﾝﾏﾉｳｷﾞﾖｳｷｶｲ,0,617349,ｸﾞﾝﾏｲｾｷﾊﾝﾊﾞｲ ｱｶﾎﾘ(ｴｲ),9700000,ﾌﾞﾋﾝ ｳﾝﾁﾝ,1,1,600,600, 
20220914,10,　売上,0,,1171,鹿田（１）,106010,ｾﾞﾝﾉｳｸﾞﾝﾏ ﾄｳﾎｸ,0,800655,ｾﾞﾝﾉｳｸﾞﾝﾏ ｲｾｻｷﾄｳﾌﾞMC,9700000,ﾌﾞﾋﾝ ｳﾝﾁﾝ,1,1,600,600, 
20220914,10,　売上,0,,1181,中村（１）,201110,ｾﾞﾝﾉｳﾅｶﾞﾉ ﾅﾝｼﾝ,0,201107,ｶﾐｲﾅ ｲﾅｾﾝﾀｰ,2011201,PW-121(ﾔｻｲﾊｼﾕｷ),1,1,28700,28700, 
20220914,10,　売上,0,,1191,花岡（１）,201010,ｾﾞﾝﾉｳﾅｶﾞﾉ ﾄｳｼﾝ,0,201016,ｻｸｱｻﾏ ﾁﾕｳｵｳﾉｳｷｾﾝﾀｰ,2051301,PS-3 (ｽｷﾂﾌﾟｼｰﾀﾞｰ),1,1,15500,15500, 
20220914,10,　売上,0,,4841,太田（輸出）,139040,ｴｲﾌｸﾎﾞｳｴｷ,0,139000, ,3488902,RXA-60AM(TKD),1,50,428000,21400000, 
20220914,10,　売上,0,,2321,長谷川（２）,276620,ｸﾎﾞﾀ ｼﾏﾈ,0,616707,JAｼﾏﾈｵｵﾁ ﾐｽﾟﾎﾉｳｷｾﾝﾀｰ,4001011,ﾎﾟﾂﾄﾅｴﾄﾞｺ(ﾎﾝｼﾔS),1,1500,407,610500, 
20220914,10,　売上,0,,2221,浅井（２）,282120,ｶｺﾉｳｷ,0,282100, ,2011201,PW-121(ﾔｻｲﾊｼﾕｷ),1,1,26430,26430, 
20220914,10,　売上,0,,2311,黒原（２）,339420,ｸﾗｼｷｶﾜｶﾐﾉｳｷ,0,601679,ｸﾗｼｷｶﾜｶﾐﾉｳｷ ｺｳｼﾞﾖ(ｴｲ),4402201,LSPF-2 (ﾌｵｰｸｼｷ ｳﾝﾊﾟﾝｸﾞ),1,2,1810,3620, 
20220914,10,　売上,0,,1371,槇野（１）,361010,ﾁﾕｳｼｺｸｸﾎﾞﾀ ﾄｸｼﾏ,0,610781,ﾁﾕｳｼｺｸｸﾎﾞﾀ ﾐﾉﾊﾞﾔｼ(ｴｲ),1001411,LS-T(ｻﾝﾘﾕｳｷ),1,2,6960,13920, 
20220914,10,　売上,0,,1511,野元（１）,458710,ﾐﾔｻﾞｷｹｲｻﾞｲﾚﾝ ｼｾ,0,454300,JAﾐﾔｻﾞｷﾁﾕｳｵｳ ﾐﾅﾐﾐﾔｻﾞｷ,2011201,PW-121(ﾔｻｲﾊｼﾕｷ),1,1,30100,30100, 
20220914,10,　売上,0,,2541,柳井・内川（２）,413220,JAｻｶﾞﾉｳｷﾞｮｳｷｶｲｶ,0,606400,JAｻｶﾞ ｼﾗｲｼﾉｳｷｾﾝﾀｰ,4402201,LSPF-2 (ﾌｵｰｸｼｷ ｳﾝﾊﾟﾝｸﾞ),1,4,1875,7500, 
20220914,10,　売上,0,,1511,野元（１）,456010,ﾐﾔｻﾞｷﾉｳｴﾝ,0,641023,ｾﾉｵﾉｳﾘﾝ ｳﾘﾕｳﾉｿｳｺ,1035301,FSR-150(ｾｲﾃﾞﾝﾌﾝｺｳ),1,1,174750,174750, 
20220914,10,　売上,0,,2311,黒原（２）,325420,ﾔﾝﾏｰｱｸﾞﾘｼﾞﾔﾊﾟﾝ ﾏﾆﾜｼﾃﾝ,0,325400, ,2001201,PY-121(ﾔｻｲﾊｼﾕｷ),1,1,26430,26430, 
20220914,10,　売上,0,,4971,有川（エクセル）,302140,ｷﾖｳﾜｸﾞﾘｰﾝ(ﾘﾖﾂｶ),0,635021,ﾊｲﾌﾗﾜｰ,7100509,MM406KW/S-MA-DP,1,300,305,91500, 
20220914,10,　売上,0,,2541,柳井・内川（２）,412520,ﾌｸｵｶｸﾎﾞﾀ ｻｶﾞ,0,602005,ﾌｸｵｶｷﾕｳｼﾕｳｸﾎﾞﾀ ｱﾘｱｹ(ｴｲ),4402201,LSPF-2 (ﾌｵｰｸｼｷ ｳﾝﾊﾟﾝｸﾞ),1,2,1810,3620, 
20220914,10,　売上,0,,1311,黒原（１）,333210,ｼﾊﾞﾀ ｵｶﾔﾏ,0,612084,ﾑﾈｵｶ,2627301,CLF-700(ｽﾏｰﾄｷﾔﾂﾁﾔｰ),1,1,18510,18510, 
20220914,10,　売上,0,,1511,野元（１）,458710,ﾐﾔｻﾞｷｹｲｻﾞｲﾚﾝ ｼｾ,0,450800,JAﾐﾔｻﾞｷﾁﾕｳｵｳ ﾐﾔｻﾞｷﾉｳｷｾﾝﾀｰ,1035301,FSR-150(ｾｲﾃﾞﾝﾌﾝｺｳ),1,1,181700,181700, 
20220914,10,　売上,0,,1231,竹内（１）,270310,ｾﾞﾝﾉｳ ｵｵｻｶ,0,606483,JAﾀｶﾂｷ ｿｳｺﾞｳｴｲﾉｳｾﾝﾀｰ,6003522,HE-32 (ﾂﾂｷｰ3),1,2,20690,41380, 
20220914,10,　売上,0,,1541,柳井・内川（１）,420410,ﾔｴﾉｳｹﾞｲ,0,604838,ﾔｴﾉｳｹﾞｲ ﾅｶﾞｻｷｼﾃﾝ,2481601,G-80(ｴｺﾏﾂｸ)ｷﾀﾞﾈ,1,2,4480,8960, 
20220914,10,　売上,0,,2231,竹内（２）,274820,ｸﾎﾞﾀ ﾋﾖｳｺﾞ(ｼﾖｳｹ,0,609709,ﾄｳｶｲｷﾝｷｸﾎﾞﾀ ｺﾞｼｷ(ｴｲ),4001011,ﾎﾟﾂﾄﾅｴﾄﾞｺ(ﾎﾝｼﾔS),1,60,407,24420, 
20220914,10,　売上,0,,2121,谷・井上（２）,271520,ｸﾎﾞﾀ ﾁﾊﾞ,0,607248,ｶﾝﾄｳｺｳｼﾝｸﾎﾞﾀ ｵｵｱﾐ(ｴｲ),1030501,FS-40(ｾｲﾃﾞﾝﾌﾝｺｳ),1,1,57680,57680, 
20220914,10,　売上,0,,2361,福田（２）,275420,ｸﾎﾞﾀ ｴﾋﾒ,0,611309,JAｵﾁｲﾏﾊﾞﾘ ﾘｸﾁﾍﾞﾉｳｷｾﾝﾀｰ,2471201,STB-2(ｻﾄｲﾓﾌﾞﾝﾘｷ),1,1,111000,111000, 
20220914,10,　売上,0,,1121,谷・井上（１）,481210,ﾔﾏﾋﾞｺﾄｳﾌﾞ(ﾁﾊﾞ),0,607941,JAｷﾐﾂｼ ｵﾋﾞﾂｾﾝﾀｰ,6053412,HSA-35(ｽﾁｰﾑ3),1,1,28210,28210, 
20220914,10,　売上,0,,2111,牧野・井上（２）,271420,ｸﾎﾞﾀ ｲﾊﾞﾗｷ,0,607241,ｶﾝﾄｳｺｳｼﾝｸﾎﾞﾀ ｼﾓﾂﾏ(ｴｲ),2500010,ﾎﾟﾂﾄ 220,1,150,405,60750, 
20220914,10,　売上,0,,1531,立石（１）,406610,ﾋﾗｷｼﾖｳｼﾞ,0,630561,ﾋﾗｷﾌﾞﾂﾘﾕｳｾﾝﾀｰ,6003522,HE-32 (ﾂﾂｷｰ3),1,1,16750,16750, 
20220914,10,　売上,0,,1531,立石（１）,406610,ﾋﾗｷｼﾖｳｼﾞ,0,630561,ﾋﾗｷﾌﾞﾂﾘﾕｳｾﾝﾀｰ,2481601,G-80(ｴｺﾏﾂｸ)ｷﾀﾞﾈ,1,10,3790,37900, 
20220914,10,　売上,0,,2541,柳井・内川（２）,413220,JAｻｶﾞﾉｳｷﾞｮｳｷｶｲｶ,0,614329,JAｻｶﾞ ｷｼﾏﾉｳｷｾﾝﾀｰ,4402201,LSPF-2 (ﾌｵｰｸｼｷ ｳﾝﾊﾟﾝｸﾞ),1,4,1875,7500, 
20220914,10,　売上,0,,1511,野元（１）,461710,ﾐﾂﾎﾞｼﾍﾞﾙﾄﾊﾝﾊﾞｲ,0,461700, ,2470202,HPS-3(ﾊﾝﾄﾞﾌﾟﾗﾝﾀｰ),1,12,10410,124920, 
20220914,10,　売上,0,,1241,吉田（１）,234010,ﾄｳｶｲﾌﾞﾂｻﾝ,0,234003,ﾄｳｶｲﾌﾞﾂｻﾝ ﾄﾖﾊｼｼﾃﾝ,1017101,FP-1010 (ﾌﾟﾗｽﾁﾂｸﾌﾝﾑｷ),1,8,7380,59040, 
20220914,10,　売上,0,,1241,吉田（１）,234010,ﾄｳｶｲﾌﾞﾂｻﾝ,0,234003,ﾄｳｶｲﾌﾞﾂｻﾝ ﾄﾖﾊｼｼﾃﾝ,1020102,FT-185(ﾓﾓﾀﾛｳ),1,16,13790,220640, 
20220914,10,　売上,0,,1241,吉田（１）,234010,ﾄｳｶｲﾌﾞﾂｻﾝ,0,234003,ﾄｳｶｲﾌﾞﾂｻﾝ ﾄﾖﾊｼｼﾃﾝ,1020202,FT-125(ﾓﾓﾀﾛｳｼﾞﾕﾆｱ),1,20,13090,261800, 
20220914,10,　売上,0,,1361,福田（１）,275210,ﾅｶﾞﾀｾｲｻｸｼﾖ ｼｺｸ,0,630627,ﾐﾂﾋﾞｼﾉｳｷ ﾐﾅﾐｴﾋﾒ(ｴｲ),2470202,HPS-3(ﾊﾝﾄﾞﾌﾟﾗﾝﾀｰ),1,1,10710,10710, 
20220914,10,　売上,0,,1111,牧野・井上（１）,97010,ﾓﾁﾂﾞｷ ｶﾝﾄｳ,0,639379,ｶﾄｳｹｲｼﾞﾛｳｼﾖｳﾃﾝ,2625701,CAZ-100L(ｱｻﾞﾐﾝ)10ｲﾘ,1,10,3660,36600, 
20220914,10,　売上,0,,4921,企画部,130140,ｱﾏｿﾞﾝ,0,652693,ﾖｼﾉｺﾞｲﾁ,6029201,HS-037A(ﾂｷﾋﾒ),1,1,21364,21364, 
20220914,10,　売上,0,,4921,企画部,331040,ﾗｸﾃﾝ ﾐﾉﾙｾﾚｸｼﾖﾝ,0,651371,ﾊﾔｼﾖｳｺ,6029301,HS-037P(ﾂｷﾋﾒ),1,1,21364,21364, 
20220914,10,　売上,0,,2541,柳井・内川（２）,413420,JAｻｶﾞ ｴｲﾉｳｼｻﾞｲ,0,413205,JAｻｶﾞ ｶｾﾘﾕｳﾂｳｾﾝﾀｰ,4481201,ﾈｷﾘ ﾈﾂﾄ (140X50),1,25,8600,215000,9/12
20220914,10,　売上,0,,2541,柳井・内川（２）,412120,ﾐﾂﾋﾞｼﾉｳｷ ｷﾀｷﾕｳｼ,0,601508,ﾐﾂﾋﾞｼﾉｳｷ ﾌｸﾄﾐ(ｴｲ),4481201,ﾈｷﾘ ﾈﾂﾄ (140X50),1,6,7900,47400,9/12
20220914,10,　売上,0,,2531,立石（２）,404120,ﾀﾅｶ ﾉｳｷ ｼﾖｳｶｲ,0,404100, ,4481201,ﾈｷﾘ ﾈﾂﾄ (140X50),1,2,7900,15800,9/12
20220914,10,　売上,0,,2331,戸井（２）,373120,ｿｳﾀﾞﾉｳｷ ﾏﾙｶﾞﾒ,0,373100, ,4481201,ﾈｷﾘ ﾈﾂﾄ (140X50),1,5,7110,35550,9/13
20220914,10,　売上,0,,2321,長谷川（２）,344220,ﾀｶﾗﾌﾞﾂｻﾝ,0,344221,ｲｼｵｶﾉｳｷ,2477001,ﾊﾞｲﾝﾀﾞｰﾊﾞｲﾄﾞW,1,5,2365,11825,9/12
20220914,10,　売上,0,,2241,吉田（２）,237320,ｲｾｷｶﾝｻｲ ｱｲﾁ,0,651499,ｲｾｷｶﾝｻｲﾁﾕｳﾌﾞ,2477001,ﾊﾞｲﾝﾀﾞｰﾊﾞｲﾄﾞW,1,1,2615,2615,9/12
20220914,10,　売上,0,,2541,柳井・内川（２）,428020,ﾔｷﾞｷｶｲﾃﾝ,0,428000, ,2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,100,1220,122000,9/12
20220914,10,　売上,0,,2541,柳井・内川（２）,412520,ﾌｸｵｶｸﾎﾞﾀ ｻｶﾞ,0,610369,ﾌｸｵｶｷﾕｳｼﾕｳｸﾎﾞﾀ ｼﾛｲｼ(ｴｲ),2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,10,895,8950,9/13
20220914,10,　売上,0,,2311,黒原（２）,337620,JAｾﾞﾝﾉｳﾆｼﾆﾎﾝ,0,162731,ﾊﾚﾉｸﾆ ﾂﾔﾏｾｲﾌﾞﾉｳｷｾﾝﾀｰ,2477001,ﾊﾞｲﾝﾀﾞｰﾊﾞｲﾄﾞW,1,60,2350,141000,9/14
20220914,10,　売上,0,,2311,黒原（２）,337620,JAｾﾞﾝﾉｳﾆｼﾆﾎﾝ,0,162731,ﾊﾚﾉｸﾆ ﾂﾔﾏｾｲﾌﾞﾉｳｷｾﾝﾀｰ,2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,27,1285,34695,9/14
20220914,10,　売上,0,,2311,黒原（２）,337620,JAｾﾞﾝﾉｳﾆｼﾆﾎﾝ,0,9923,JAｵｶﾔﾏ ﾌｼﾞﾀｴｲﾉｳｾﾝﾀｰ,2469301,ﾐﾉﾙ ｱｼｽﾄﾊﾞｲﾄﾞ(Sﾀｲﾌﾟ),1,12,1760,21120,9/14
20220914,10,　売上,0,,2311,黒原（２）,337620,JAｾﾞﾝﾉｳﾆｼﾆﾎﾝ,0,648294,JAﾊﾚﾉｸﾆｵｶﾔﾏ ﾜｹｴｲﾉｳﾌﾞﾂﾘﾕｳｾ,2469301,ﾐﾉﾙ ｱｼｽﾄﾊﾞｲﾄﾞ(Sﾀｲﾌﾟ),1,13,1760,22880,9/14
20220914,10,　売上,0,,2311,黒原（２）,337620,JAｾﾞﾝﾉｳﾆｼﾆﾎﾝ,0,648294,JAﾊﾚﾉｸﾆｵｶﾔﾏ ﾜｹｴｲﾉｳﾌﾞﾂﾘﾕｳｾ,2469301,ﾐﾉﾙ ｱｼｽﾄﾊﾞｲﾄﾞ(Sﾀｲﾌﾟ),1,3,1760,5280,9/14
20220914,10,　売上,0,,2231,竹内（２）,285020,ﾐﾂﾋﾞｼﾉｳｷﾊﾝﾊﾞｲ ﾐﾊﾗ,0,285000, ,2469301,ﾐﾉﾙ ｱｼｽﾄﾊﾞｲﾄﾞ(Sﾀｲﾌﾟ),1,600,1510,906000,9/14
20220914,10,　売上,0,,2231,竹内（２）,285020,ﾐﾂﾋﾞｼﾉｳｷ ﾐﾊﾗ,0,285000, ,2469301,ﾐﾉﾙ ｱｼｽﾄﾊﾞｲﾄﾞ(Sﾀｲﾌﾟ),1,500,1510,755000,9/14
20220914,10,　売上,0,,2231,竹内（２）,285020,ﾐﾂﾋﾞｼﾉｳｷ ﾐﾊﾗ,0,285000, ,2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,100,1470,147000,9/14
20220914,10,　売上,0,,2521,伊東・深田（２）,435120,ｸﾏﾓﾄｹｲｻﾞｲﾚﾝ ﾉｳｷ,0,638982,JAｱｼｷﾀ ｴｲﾉｳﾊﾝﾊﾞｲﾌﾞ,2477001,ﾊﾞｲﾝﾀﾞｰﾊﾞｲﾄﾞW,1,50,2300,115000,9/13
20220914,10,　売上,0,,2521,伊東・深田（２）,435120,ｸﾏﾓﾄｹｲｻﾞｲﾚﾝ ﾉｳｷ,0,638982,JAｱｼｷﾀ ｴｲﾉｳﾊﾝﾊﾞｲﾌﾞ,2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,15,1235,18525,9/13
20220914,10,　売上,0,,2541,柳井・内川（２）,412520,ﾌｸｵｶｸﾎﾞﾀ ｻｶﾞ,0,602005,ﾌｸｵｶｷﾕｳｼﾕｳｸﾎﾞﾀ ｱﾘｱｹ(ｴｲ),2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,50,895,44750,9/13
20220914,10,　売上,0,,2541,柳井・内川（２）,412520,ﾌｸｵｶｸﾎﾞﾀ ｻｶﾞ,0,602005,ﾌｸｵｶｷﾕｳｼﾕｳｸﾎﾞﾀ ｱﾘｱｹ(ｴｲ),2469301,ﾐﾉﾙ ｱｼｽﾄﾊﾞｲﾄﾞ(Sﾀｲﾌﾟ),1,18,1355,24390,9/13
20220914,10,　売上,0,,2541,柳井・内川（２）,412520,ﾌｸｵｶｸﾎﾞﾀ ｻｶﾞ,0,602005,ﾌｸｵｶｷﾕｳｼﾕｳｸﾎﾞﾀ ｱﾘｱｹ(ｴｲ),2473901,ﾐﾉﾙﾌｸﾄﾞﾖｳﾊﾞｲﾄﾞ,1,12,895,10740,9/13
